Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,755.75701904,782.53002930,742.00402832,772.64099121,772.64099121,2595760128
2018-01-02,772.34600830,914.83001709,772.34600830,884.44396973,884.44396973,5783349760
2018-01-03,886.00000000,974.47100830,868.45098877,962.71997070,962.71997070,5093159936
2018-01-04,961.71301270,1045.07995605,946.08599854,980.92199707,980.92199707,6502859776
2018-01-05,975.75000000,1075.39001465,956.32501221,997.71997070,997.71997070,6683149824
2018-01-06,995.15399170,1060.70996094,994.62200928,1041.68005371,1041.68005371,4662219776
2018-01-07,1043.01000977,1153.17004395,1043.01000977,1153.17004395,1153.17004395,5569880064
2018-01-08,1158.26000977,1266.93005371,1016.04998779,1148.53002930,1148.53002930,8450970112
2018-01-09,1146.00000000,1320.97998047,1145.48999023,1299.73999023,1299.73999023,7965459968
2018-01-10,1300.33996582,1417.38000488,1226.59997559,1255.81994629,1255.81994629,9214950400
2018-01-11,1268.08996582,1337.30004883,1135.17004395,1154.93005371,1154.93005371,7235899904
2018-01-12,1158.29003906,1296.04003906,1120.08996582,1273.19995117,1273.19995117,5222300160
2018-01-13,1270.46997070,1432.88000488,1270.46997070,1396.42004395,1396.42004395,5746760192
2018-01-14,1397.47998047,1400.56005859,1286.20996094,1366.77001953,1366.77001953,4841630208
2018-01-15,1365.20996094,1390.58996582,1290.59997559,1291.92004395,1291.92004395,4781100032
2018-01-16,1292.63000488,1292.63000488,875.54498291,1053.68994141,1053.68994141,8405139968
2018-01-17,1061.33996582,1090.22998047,780.92199707,1014.25000000,1014.25000000,8545160192
2018-01-18,1016.44000244,1100.31005859,967.75897217,1036.28002930,1036.28002930,5938319872
2018-01-19,1028.81994629,1093.21997070,1003.71002197,1039.09997559,1039.09997559,4084450048
2018-01-20,1044.94995117,1167.10998535,1044.94995117,1155.15002441,1155.15002441,3975190016
2018-01-21,1155.68005371,1155.68005371,1021.50000000,1049.57995605,1049.57995605,3378089984
2018-01-22,1055.34997559,1089.09997559,930.74102783,1003.26000977,1003.26000977,3810099968
2018-01-23,1004.16998291,1023.22998047,920.53997803,986.22900391,986.22900391,3556699904
2018-01-24,987.47698975,1062.43994141,965.80798340,1058.78002930,1058.78002930,3944039936
2018-01-25,1063.21997070,1104.66003418,1034.73999023,1056.03002930,1056.03002930,4050190080
2018-01-26,1052.69995117,1080.59997559,996.78399658,1055.17004395,1055.17004395,3617690112
2018-01-27,1055.75000000,1121.97998047,1042.11999512,1107.06994629,1107.06994629,3002870016
2018-01-28,1111.78002930,1257.77001953,1111.78002930,1246.01000977,1246.01000977,5372329984
2018-01-29,1246.69995117,1256.69995117,1169.07995605,1182.35998535,1182.35998535,3715079936
2018-01-30,1184.13000488,1184.63000488,1058.96997070,1071.13000488,1071.13000488,4107859968
2018-01-31,1071.08996582,1128.66003418,1034.50000000,1118.31005859,1118.31005859,3757560064
2018-02-01,1119.36999512,1161.34997559,984.81896973,1036.79003906,1036.79003906,5261680128
2018-02-02,1035.77001953,1035.77001953,757.97998047,915.78497314,915.78497314,6713290240
2018-02-03,919.21099854,991.94299316,847.69000244,964.01898193,964.01898193,3243480064
