Date,Open,High,Low,Close,Adj Close,Volume
2026-01-23,39.63999939,40.34000015,39.15000153,39.58000183,39.58000183,2972800
2026-01-26,38.75000000,39.28499985,38.49000168,38.75000000,38.75000000,1944300
2026-01-27,39.02999878,39.56000137,38.58000183,39.52000046,39.52000046,3757800
2026-01-28,39.79000092,40.02999878,39.29499817,39.40000153,39.40000153,1806900
2026-01-29,38.79999924,38.84999847,36.79000092,37.16999817,37.16999817,5349000
2026-01-30,36.65000153,37.41999817,36.18999863,37.08000183,37.08000183,6301800
2026-02-02,34.52000046,35.11000061,34.33000183,34.49000168,34.49000168,8439500
2026-02-03,34.68000031,34.68500137,32.24499893,33.79000092,33.79000092,9309900
2026-02-04,33.27000046,33.47000122,31.86000061,32.45999908,32.45999908,7567100
2026-02-05,30.95999908,31.30500031,27.54500008,28.14999962,28.14999962,17048200
2026-02-06,29.70000076,31.65500069,29.69000053,30.98999977,30.98999977,8047400
2026-02-09,30.52000046,31.47999954,30.29000092,31.31999969,31.31999969,3971300
2026-02-10,30.61000061,30.96500015,30.04000092,30.43000031,30.43000031,4479800
2026-02-11,30.09000015,30.19000053,29.06999969,29.87999916,29.87999916,3706100
2026-02-12,30.06999969,30.20999908,28.79500008,28.90999985,28.90999985,4516000
2026-02-13,29.77000046,30.72999954,29.56500053,30.43000031,30.43000031,3677300
2026-02-17,30.10000038,30.19700050,29.45499992,29.96999931,29.96999931,2849500
2026-02-18,29.67000008,30.23999977,29.12000084,29.29999924,29.29999924,3980100
2026-02-19,29.19000053,29.72999954,29.03000069,29.69000053,29.69000053,4945000
2026-02-20,29.64999962,30.12000084,29.44000053,29.96999931,29.96999931,6932200
2026-02-23,29.26000023,29.30999947,28.26000023,28.51000023,28.51000023,5668100
2026-02-24,27.87999916,28.64999962,27.79000092,28.53000069,28.53000069,4419900
2026-02-25,29.46999931,30.79500008,29.29000092,30.62000084,30.62000084,13388600
2026-02-26,30.15999985,30.20999908,29.44000053,29.82999992,29.82999992,8572100
2026-02-27,29.26000023,29.36000061,29.08499908,29.26000023,29.26000023,1642488
